priority_rank,project_code,project_name,agency,state,physical_progress,expenditure_percent,cost_overrun_percent,time_overrun_percent,risk_score,risk_category,warnings,risk_explanation
185,705492,Kadur-Chickmagalur-Sakleshpur 93 km,CAOC/SWR SWR mor,Karnataka,83.0,95.84484848484848,21.48966060606049,54.03556771545828,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 705492 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
186,618005,Sheohar-Sitamarhi Section km 40.000 to 79.400 km Lot-I,MoRTH,Bihar,98.65,0.0,38.330612244897885,419.606849315069,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618005 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
187,705510,Bhadrak-Nergundi - 3rd line 80 km,CAO/C/ECOR ECoR mor,Odisha,87.0,108.7056074766355,35.40920560747659,20.34864230640297,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 705510 is classified as HIGH risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
188,618699,Pipli Bhavnagar-Package 1 from km 136.025 to km 169.328,National Highways Authority of India [NHAI],Gujarat,100.0,23.036355201797008,27.448397099396992,180.59384941675503,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618699 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
189,705512,Kottavalasa-Koraput 189.278 km,CAO/C/ECOR ECoR mor,"Multi-States (Andhra Pradesh, Odisha)",74.0,92.0016,38.6476679999999,94.40959573522876,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 705512 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
190,618698,Challakere to Hariyur section from km 358.500 to km 414.205 of NH-150 A,National Highways Authority of India [NHAI],Karnataka,99.5,72.25572152939564,46.29166952172116,166.5753424657535,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618698 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
191,618896,4L of Sannur to Bikarnakatte section from Km 691.350 to Km 736.362 of NH-169 Karkala - Mangalore Package-III,NHAI,Karnataka,76.1,90.28209548401988,37.45568771142735,121.41176470588218,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618896 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
192,618862,Bakhtiyarpur-Rajauli Pkg-III from km. 101.630 to km.152.520,NHAI,Bihar,99.14,84.35642003135118,30.23863520419969,87.58378970427175,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618862 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
193,702635,Construction of Bangalore Metro Rail Project Phase 2.,Bengaluru Metro Rail,Karnataka,95.8,112.98925133515671,21.1525612058866,109.26361185983856,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 702635 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
194,618861,Bakhtiyarpur-Rajauli Pkg-II from km. 54.405 to km.101.630,NHAI,Bihar,97.85,101.87197058331941,45.221349378795566,133.93422655298423,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618861 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
195,618893,Varanasi Gorakhpur Section Packege IV from km. 149.540 to km. 215.160 Mau- Gorakhpur,NHAI,Uttar Pradesh,97.35,116.46716981895283,20.156456989917952,274.5399780941947,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618893 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
196,618482,Delhi-Amritsar-Katra Expressway Phase-I Pkg-I from Jussur Kheri on NH-KMP Expressway to Junction with Rohtak-Panipat road NH-709 near Rukhi Paani village Km 0000 to Km 34000,NHAI,Haryana,99.91,86.24316229928904,23.69775353738824,130.5205479452056,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618482 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
197,618595,6L of Chengala - Neeleshwaram from km. 56.200 to km. 93.468,NHAI,Kerala,90.82,82.87955567007359,32.526771450657,112.85761226725111,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618595 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
198,618747,Khammam-Devarapalle Pkg III [4L Access Controlled Greenfield from Chintagudem village to Recherla village Design Chainage 63117 to 105236],NHAI,"Multi-States (Andhra Pradesh, Telangana)",98.82,78.30620855937312,31.672067510548697,96.00547195622472,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618747 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
199,702958,Lucknow Sewerage Management Infrastructure Project,Ministry of Housing & Urban Affairs,Uttar Pradesh,95.0,107.15288502035658,20.0650007019512,90.35928571428576,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 702958 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
200,618889,"4L of Bhangbar Near Ranital to Kangra Bypass Section of Old NH-88 New NH- 303,503 up to Intersection with NH-154 from Km 175.270 to Km 193.400 Pkg-VB",NHAI,Himachal Pradesh,97.45,83.3425299520012,22.98557768623151,86.68946648426797,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618889 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
201,701412,North Koel Reservoir Project,"Department of Water Resources, River Development & GR","Multi-States (Bihar, Jharkhand)",47.0,21.32444044456225,28.561799207283723,3653.101694915256,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 701412 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
202,400321,NIGAHI EXPANSION [15 TO 25 MTP,NCL - CIL,Madhya Pradesh,53.73,56.96718468155959,23.985708339114773,64.66729917773557,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 400321 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
203,618596,6L of Taliparamba to Muzhappilangad from Km 134.650 to Km 170.6 of NH-66,NHAI,Kerala,83.7,74.42532969866646,27.11316952773899,125.79605263157924,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618596 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
204,701400,Thoubal Multipurpose Project,Water Resources Department-MN,Manipur,99.0,127.50924494977372,33.603508941384206,30.625921004952428,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 701400 is classified as HIGH risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
205,618008,"Construction of four-lane elevated viaduct from km.4634 to km.6345 on NH-24A including Retaining wall, service lane, at grade road and improvement of junctions, on EPC mode",MoRTH,Uttar Pradesh,100.0,94.59722297260792,30.82867794046152,177.2313296903461,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618008 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
206,618494,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XV [Junction with Hiranagar Road near village Gurha Baildaran to Junction with Jammu Ring Road NH-244A near Jakh village from Km 468100 to Km 503250],NHAI,Jammu and Kashmir,90.01,68.0156172305199,26.02694708926497,103.74145006839932,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618494 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
207,618426,Construction/Up gradation of Existing road to 2 Lane with Paved Shoulder including Geometric Improvement from Ranipool to Pakyong Balance work from Km 2.000 to 16.167 of NH-717-A on EPC basis under SARDP-NE Phase A in the State of Sikkim,NHIDCL,Sikkim,87.03,48.08186074611086,37.38993354478168,158.53199268738624,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618426 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
208,618617,6L Amritsar-Bathinda Greenfield section from village Tiba on NE-5A to Jn. with Moga Jalandhar road NH-703 near Dharamkot from km 0.000 to km 39.000 of NH-754A Pkg-1,NHAI,Punjab,72.41,82.56031495550602,21.55942832972734,143.24487004103935,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618617 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
209,607701,"Guwahati Refinery Expansion [1.0 to 1.2 MMTPA] along with installation of CRU, Guwahati Refinery",Ministry of Petroleum & Natural Gas,Assam,94.9,110.99684695609993,28.905263157894733,109.206115515289,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 607701 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
210,618621,Indore - Edlabad Pkg-II [Tejajinagar to Balwara],NHAI,Madhya Pradesh,87.3,70.90643274853802,23.07837117303079,87.46374829001388,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618621 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
211,618422,"Construction of 2-lane with hard shoulders of Merangkong-Tamlu-Mon road Wakching Twon portion on EPC basis from existing Chainage Km 59000 to Km 73640 [Design Km. 59000 to Km, 72450] Design length - 13.450 Km under SARDP-NE package-V Balance work",NHIDCL,Nagaland,99.75,62.62289000185495,51.16168923514511,41.4500683994528,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618422 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
212,400220,Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1],Indian Railway Construction International Limited [IRCON],Chhattisgarh,95.15,91.33191489361703,21.37781342062186,178.6983568075111,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 400220 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
213,618839,Aunta - Simaria including Ganga Bridge,National Highways Authority of India [NHAI],Bihar,100.0,62.0716778543991,36.813008316341566,121.09374999999996,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618839 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
214,618776,4L of Greenfield section from Sirhind to Mohali,NHAI,Punjab,98.66,112.43889629539852,24.84160303801561,67.9206566347467,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618776 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
215,618803,Development of 4L Road from Samarlakota to Achampeta Junction as part of Kakinada Port Connectivity to NH-16 Rajanagaram Junction in East Godavari District,NHAI,Andhra Pradesh,93.0,105.33742236265353,29.26448585102928,64.83447332421355,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618803 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
216,618563,4L of Madurai Ring Road Phase 1 [Vadipatti-Thamrapatti] from km 0.00 - km 29.960,NHAI,Tamil Nadu,99.42,100.39108938392312,31.742669851674865,219.70136986301333,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618563 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
217,701168,ALL India Institute of Medical Sciences-AIIMS Madurai,PMSSY AND Institute of NATIONAL Importance,Tamil Nadu,54.0,42.79430379746835,34.41727848101262,117.55265123226246,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 701168 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
218,618746,Khammam-Devarapalle Pkg I [4L Access Controlled Greenfield from Thallampadu village to Somavaram village Design Chainage 0000 to 33604],NHAI,Telangana,97.26,85.86084077455604,44.084704524932135,93.2640218878247,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618746 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
219,618486,Delhi-Amritsar-Katra Expressway Phase-I Pkg-V from Junction with Ambala-Kaithal- Hissar road NH-152 near Kharak Pandwa village to Junction with Patiala-Samana- Patran road SH-10 near Ghagga village Km 120250 to Km 157920,NHAI,"Multi-States (Haryana, Punjab)",98.7,86.5856038946873,28.65216492714674,112.87277701778385,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618486 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
220,618863,Barhi-Koderma Section of NH31 km 0.00 - km 27.5,NHAI,Jharkhand,98.5,124.56977235674174,30.08094317975943,41.78847262247855,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 618863 is classified as HIGH risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
221,618123,Widening and Strengthening/Reconstruction to Two Lane with Paved Shoulder/ Two Lane with paved shoulders with service road from km 0000 to km 42250 excluding design Ch. 03220 to 04200 & 28350 to 29060 of NH-320G in the state of Jharkhand under EPC mode,MoRTH,Jharkhand,0.01,1.290231107330214,125.61874379696522,41.58686730506157,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618123 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
222,618518,Davanagere - Haveri of NH-48 Old NH-4 from km. 260.00 to km. 338.923,NHAI,Karnataka,98.87,87.54562890552496,21.643472402675386,252.9868421052631,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618518 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
223,701766,Green Building Development Project,ministry of housing and urban affairs,Uttarakhand,40.3,39.41842750215274,22.87414718155928,66.5003219575017,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 701766 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
224,618449,Construction & Upgradation of existing road to 2-lane with paved shoulder from km27.200 End of Rongli bypass to km37.600New Rolep Bridge of Rhenok-Menla spur NH-717B on EPC Mode under SARDP-NE Phase-A in Sikkim Pkg-II B,NHIDCL,Sikkim,86.19,108.35756129312215,9.717248860924236,141.99999999999997,65,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 618449 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
225,618450,Rehabilitation & Upgradation of existing road to 2-lane with paved shoulder including geometric improvement of section from start of Rabangla km33.600 to km58.840 under SARDP-NE Phase A Pkg- IV,NHIDCL,Sikkim,65.15,86.62226775956283,5.163046448087287,291.8734835355283,65,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 618450 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
226,705507,Itarsi-Nagpur bal. 280 km,CAOC/CR CR mor,"Multi-States (Madhya Pradesh, Maharashtra)",55.0,93.47771958969922,57.286022751856045,6.081774452164557,65,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705507 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
227,619142,Construction of 4-lane connectivity to Banbasa ICP at India Nepal border from NH-09 old NH-125 Sitarganj-Tanakpur at Km 40.00 near Jagbuda bridge under Bharatmala Priyojana of NH-109D on EPC mode in the State of Uttarakhand,NHAI,Uttarakhand,75.24,98.59427570631884,17.16158915979164,171.40727272727227,65,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 619142 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
228,709783,"Installation of Multiple Effect Evaporator [MEE] for ETP-1, 2 & 4 of Panipat Refinery and Petrochemical Complex.",Indian Oil Corporation Limited [IOCL],Haryana,92.5,117.10773330103554,17.107733301035548,132.63815789473682,65,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 709783 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
229,705364,Khagaria-Kusheshwar Asthan [42Km] new line project,East Central Railway [ECR] - I,Bihar,55.7,80.0586319218241,70.56449511400675,8.653680109508365,65,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705364 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
230,400006,Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at Barpali.,South Eastern Railway [SER] - I,Odisha,44.0,91.89977626423071,10.551514851852389,33.600273785078656,65,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 400006 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
231,618488,Delhi-Amritsar-Katra Expressway Phase-I Pkg-VIII from Junction with Ludhiana- Malerkotla SH-11 near Bhogiwal village to Junction with Ludhiana-Moga road NH-5 near Mullanpur Dakha Km 225770 to km 260860,NHAI,Punjab,31.08,67.23021089389896,10.911232552987297,100.70861833105327,65,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 618488 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
232,705490,Gadag - Wadi 252 km,CAOC/SWR SWR mor,Karnataka,35.0,79.24137931034483,29.86468684025329,5.891969134038216,65,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705490 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
233,617374,"Dallirajhara - Rowghat New Rail Line Project, Phase-I",Rail Vikas Nigam Limited,Chhattisgarh,98.0,142.09040851989846,42.09040851989844,8.162171816395826,65,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 617374 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
234,618304,"Widening/Improvement to 2 Lane with earthen shoulder of Jessami to Laynen bridge Nagaland border section of NH-29 of Imphal -Ukhrul - Jessami Economic Corridor from km 0.000 to km 11.009 in the State of Manipur on EPC mode under Bharatmala Pariyojana, under NHO-NE Package-7",NHIDCL,Manipur,28.12,78.18545697131421,7.199890836315006,41.44789762340031,65,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 618304 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
235,705633,Guntur-Guntakal Doubling Project,South Central Railway [SCR] - II,Andhra Pradesh,94.05,148.7449772301098,48.74497723010982,10.977981029810351,65,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705633 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
236,705583,Anand Vihar-Tilak Bridge - 3rd & 4th line 9.77 km,CAOC/NR NR mor,Delhi,23.0,59.02248875562219,5.600989505247329,53.621621621621465,65,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 705583 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
237,619185,Rehabilitation and up-gradation and completion of balance work of section from Km 155.00 to Km 181.00 End of Jarwa to Rangat of NH -4 Total length 26 Km to Intermediate Lane/2-lane with hard shoulders in the UT of A&N Islands on EPC basis - Package-III.B Balance work,NHIDCL,Andaman & Nicobar,50.15,89.14251470908694,5.540858574852932,96.60038610038626,65,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 619185 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
238,706757,Modasa-Shamlaji Road Railway Line Project,Western Railway WR - II,Gujarat,64.0,148.0229007633588,48.02290076335878,7.3972159274846305,65,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 706757 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
239,705391,Jiribam-Imphal 110 km,CAO/C-III/NFR NFR mor,Manipur,78.0,118.21196676673881,47.548549884800686,9.322795598946133,65,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705391 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
240,709849,PRP-VIII Group B [NH & BS Asset],Oil and Natural Gas Corporation Limited [ONGC],Offshore,98.7,117.94338215085006,37.36646511445274,46.12131147540996,60,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 709849 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
241,707087,Establishment of new GMC Pithoragarh,"Medical Education, Ministry of Health and Family Welfare",Uttarakhand,78.0,144.64,114.60224615384608,0.0,60,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 707087 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
242,707067,Establishment of new GMC Mon,"Medical Education, Ministry of Health and Family Welfare",Nagaland,0.0,47.69230769230769,2.207907692307712,151680.55190538763,60,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 707067 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
243,707052,Establishment of new GMC Handwara [Distt. Kupwara],"Medical Education, Ministry of Health and Family Welfare",Jammu and Kashmir,0.0,53.230769230769226,2.9097846153846465,151680.55190538763,60,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 707052 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
244,705785,Lodhma-Piska - Link line bypassing Hatia / Ranchi with Y connection 17.2 km,CAO/C/SER SER mor,Jharkhand,14.0,72.83298097251586,3.338794926004244,132.4528301886796,60,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 705785 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
245,617252,Anand Nagar - Ghughuli via Maharajganj 53.37 km,CAOC/NER NER mor,Uttar Pradesh,12.0,92.71917100608388,74.06941676145556,0.0,60,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 617252 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
246,611586,Sunni Dam Hydro Electric Project [382 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Himachal Pradesh,34.66,44.069825703477896,49.86845336219771,29.528429838288844,60,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 611586 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
247,705454,Chhota Udepur-Dhar 157 km,CAOCWR WR mor,"Multi-States (Gujarat, Madhya Pradesh)",58.0,103.40078037904125,53.74857859531767,3.348602116569277,60,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705454 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
248,707019,Establishment of new GMC Buxar,"Medical Education, Ministry of Health and Family Welfare",Bihar,0.0,60.0,4.8356,151680.55190538763,60,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 707019 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
249,707018,Establishment of new GMC Siwan,"Medical Education, Ministry of Health and Family Welfare",Bihar,0.0,60.0,4.8356,151680.55190538763,60,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 707018 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
250,705453,"Dahod-Indore via Sardarpur, Jhabua & Dhar 200.97 km incl. material modification for change in alignment via Amjhera 4.82 km",CAOCWR WR mor,"Multi-States (Gujarat, Madhya Pradesh)",57.0,988.7298002499616,1452.8800184182228,1.8517179023507375,60,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705453 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
251,705498,Kalyan-Kasara - 3rd line 67.62 km,CAOC/CR CR mor,Maharashtra,73.0,146.27754165142704,82.15391794574278,0.3161353127283044,60,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705498 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
252,705515,Budhapank-Salegaon via Rajatgarh - 3rd & 4th line 85 85 km,CAO/C/ECOR ECoR mor,Odisha,86.0,188.72293265132137,132.9715089514064,3.3692350179508432,60,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705515 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
253,618325,Dillai to Lahorijan Package-7,NHIDCL,Assam,0.0,69.6766291033807,0.1048995590396734,127.9707495429616,60,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 618325 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
254,618921,4L of Kathlighat to Shakral Village from Km 128.835 to Km 146.300 of NH- 5 Shimla Bypass - Pkg I,NHAI,Himachal Pradesh,64.2,69.423180782868,41.9339411087889,39.6067518248177,60,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618921 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
255,618941,4L of Bamni - Rajura - Warur - Devada upto M.S. Border of NH - 930D from km 19.000 to km 51.985,NHAI,"Multi-States (Maharashtra, Telangana)",78.16,85.42533960022726,21.535406229017056,40.21643835616438,60,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618941 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
